id,content
1303,"Acredito que a seleção ocorreu naturalmente de acordo com os. Filmes que eu havia selecionado e de acordo com meu gosto pessoal. No final, as indicações tinham a ver com o tipo de filme que eu consumo então não considero injusto."
1320,"Quando alguém avalia apenas um tipo de filme o algoritmo acaba indicando apenas o mesmo tipo, sendo ""injusto"" com outros temas."
1085,"Justas : pois levam em consideração as suas escolhas previas 
Injustas : se fossem recomendar filme que não tem nada haver só pra fazer ele ter mais audiência"
1102,"No caso de as recomendações serem sempre repetidas, limitando as possibilidades do usuário"
1150,Fazendo pergunta específica sobre o perfil sesejado
1153,"Achei a seleção justa visualmente falando, porém fiz 10 escolhas na fase inicial onde a maioria se tratava de animações e comédias românticas, creio que esse tipo de escolha abre uma ampla gama de indicações, apesar de conhecer quase todos os filmes da indicação final a maioria não se tratava dos gêneros que escolhi, mas de filmes que tiveram grande repercussão para o público em geral."
1170,"Acredito que o caso de seleções injustas possa ocorrer quando a pessoa respondendo o questionário tem um gosto muito abrangente para filmes, possivelmente fazendo com que apareçam indicações que não entrem em seu gosto pessoal. Já as justas, acredito que ocorram quando as escolhas da pessoa estejam em estilos próximos. No meu caso, as indicações foram principalmente de animações, porém dentro delas havia diferentes tipos de histórias, desde aventura à comédia."
1119,"Eu acredito que independente do sistema no final a decisão é do consumidor, o algoritmo irá ajudar a sair da zona de conforto ao recomendar um filme, sugerindo algo que você ainda não teve a oportunidade de assistir, mas quem decide no final se irá ou não seguir essa recomendação é o consumidor.
Deste modo acredito que essas recomendações sejam justas ao facilitar a decisão final do consumidor."
1187,"Quando eles não fossem semelhantes, levando em consideração principalmente o roteiro"
1204,Talvez em um momento em que não tenhamos nada para fazer ou assistir.
1337,"Não considerei injusta, todos os filmes exceto um eu já havia assistido e gosto muito de todos"
1368,Acredito que os aplicativos recebe mendam mais de acordo com o gênero e não com base na história o q pode ser um pouco injusto
1402,"Me deu boas sugestões, porém 80% já havia assistido, sem uma opção de atualizar a página novamente para novas sugestões, porém gosto de todos que foram sugeridos e assisti.
Acho justo as recomendações dos algoritmos, afinal é o que quero assistir naquele momento, é o meu ""padrão"".
 Porém acho injusto que não tenha uma opção de Reset para poder sair da zona de conforto e padrão de filmes que tenho assistido."
1419,Justa
1450,"Acho que essas recomendações foram muito justas, pois foram recomendados filmes considerados pouco conhecidos e com um orçamento não tão alto, mas as vezes, acredito que essa sensação de injustiça possa ocorrer pois apenas filmes mais conhecidos e bem avaliados quase sempre são os sugeridos, quando procuramos por recomendações."
1467,"Achei desatualizados, poderia haver tanto filmes mais antigos quando atuais."
1484,Muitos filmes que já assisti e que já havia avaliado.
1515,"Desde que as recomendações sejam baseadas somente em meus gostos e opiniões pessoais, são boas recomendações.
Seria injusto se aparecece somente recomendações pagas."
1518,Nos momentos em que você não tem nenhuma noção do que quer assistir.
1535,Injusta se recomendassem filmes totalmente diferentes dos quais selecionei no início.
1552,Filmes baseados nas minhas escolhas
1569,Injustas quando há filmes que vc com toda certeza não assistiria.
1586,"As opções na primeira respostas eram limitadas, assisti poucos dos filmes recomendados, podendo induzir ao erro o programa, me levando a ver filmes dos quais não gostaria"
1603,"Todos os filmes recomendados foram filmes que já assisti e que gosto, acredito que as recomendações foram justas e fiéis às minhas preferências"
1620,Seria injusto se recomendasse apenas um gênero
1637,Seriam injustas se mesmo com a pesquisa o algoritmo indicasse filmes que não tem a ver com o meu gosto.
1654,Quando eu gosto de um gênero específico e o algoritmo me recomenda o completo oposto
29,"Acredito que poderia ter mais tipos de filmes paraamalisar e criar uma seleção de sugestões mais concreta. Talvez, a exclusão de gêneros que não assiste."
1242,Seria injusta se fosse uma recomendação que não tem relação com minhas preferências.
1248,"Sendo baseado num avaliação prévia de minha escolhas, não acredito que srja injusto, mas deve ser uma escolha do usuário optar por este sistema quamdo desejar. Apesar recomendar filmes de minha total preferencia, eu não assisto filmes unicamente de um mesmo tema, das recomendações feitas a maioria dos filme foi de animação, apesar de adorar não é o tema que vejo exclusivamente. Ao recomendar com base em minha preferencia, exclui outra possibilidades que teriam me agradado mais."
95,"Eu não considerei elas injustas, mas não tenho certeza se veria todos aqueles filmes"
217,"Depende , gosto de outros gêneros tb ."
262,"Eu achei as recomendações justas pois me recomendou filmes tanto de baixo quando de alto orçamento e filmes parecidos com os que avaliei anteriormente. Outro ponto é que ele reconheceu os meus gostos e, apesar de muitos dos filmes que me recomendou eu já tinha assistido, 2 filmes recomendados que eu ainda não tinha assistido me interessou e pretendo assistir."
251,"Pra mim foi recomendado filmes que realmente eu gostaria de assistir, o que eu selecionei por exemplo foi um filme que eu já assisti e amo de coração, que é “estrelas na terra” eu gostei bastante do App"
335,Eu achei o sistema confuso e não vi como uma forma de agregar com sugestões que combinassem com o meu gosto em geral
336,Coração de tinta apesar de ser pouco conhecido é um dos meus favoritos e é interessante como a IA conseguiu chegar nele
339,Só podem ser consideradas injustas se na seleção inicial não tiverem muitas opções para validar os gostos pessoais.
1265,"Acho que as recomendações são justas, algo que facilita na escolha"
387,Não foram muito condizentes ao meu gosto atual.
409,"Seria injusto as recomendações caso o sistema pertencesse a um dos grandes estúdios de cinema e só indicasse filmes desse estúdio. Nas recomendações que recebi, havia filmes de estúdios diferentes e todos estavam dentro do meu gosto."
460,Na maior parte do tempo filmes já comumente conhecidos vão ser recomendados com mais faculdade que outros.
1333,Seria injustas quando não são baseados nas decisões feitas e são justas quando se baseiam.
534,"Injustas: filmes sem nenhuma conexão com os escolhidos anteriormente.

Justa: filmes com temáticas parecidas aos que já assisti."
587,"Justa, as escolhas foram de acordo com o meu gosto, só notei que foi adicionado filmes de gostos ""gerais"" na lista, mas não foi um problema."
605,"Apesar de ter assistido quase todos filmes indicados, não acho que as recomendações foram justas ou injustas, pois os filmes indicados estão dentro do meu estilo. Minha única observação é que os filmes da primeira tela não são muito conhecidos e as vezes difícil de avaliar por ela, pois a maioria eu não conhecia."
622,"Nao acho que recomendações sejam injustas, vai depender do gosto de cada um"
687,"Quando as recomendações indicam filmes que eu dei nota anteriormente, acaba por se tornar ineficiente,uma vez que eu já assisti os referidos filmes."
732,Injustas se me recomendasse algo que tenha algum ator ou diretor que eu não gosto muito
1316,"Pra mim foi justo sugerir filmes pouco conhecidos e de baixo investimento, as vezes são ótimos e nós jamais o descobririamos de outra forma. Injusto seria coloca-los lado a lado com grandes obras que não deixariam chance à essas pequenas artes."
735,"As vezes a recomendação baseada nas suas preferências é boa ,mas mesmo assim você pode não gostar muito do filme, acontece...."
852,"Justas quando traça o perfil e se baseia nele , injusto quando sugere aleatoriamente"
808,Não entendi a pergunta
883,Acredito que seja injusta quando só recomenda filmes mais conhecidos e com alto orçamento e mais justo quando inclui filmes menos conhecidos tbm.
1365,"Eu nunca usei algoritmos para recomendação de filmes. Outras demandas de recomendação eu gosto de usar não tenho do que reclamar.
As recomendações que tive aqui foram boas pela descrição dos filmes que não conheço e vou assistir. ☺️"
884,"Eu não gostei das sugestões de comédia porque não gosto muito desse tipo de filme, mas consigo entender porque foram sugeridos, com base nas minhas respostaa"
917,Em casos que o algoritmo sugerisse títulos com enredo totalmente diferentes do que os que eu escolhi
965,"Injustas se só tivesse filmes mais populares, justa pois apareceu filmes que nunca assisti porém achei boa as recomendações"
971,Não achei nenhum caso em que a recomendação foi injusta
1061,Acho as recomendações injustas quando eu apenas clico em algum filme para ler a sinopse ou ver o trailer mas o algoritmo passa a me recomendar o mesmo tipo ou gênero. Deveria faze-lo apenas quando eu desse play no filme.
1077,"Normalmente não tenho problemas com o algoritmo. Visto que vejo filmes de terror, séries coreanas românticas, filmes românticos, e o algoritmo sempre me ajudou nas buscar por filmes recomendados para mim e que realmente eu tenho uma alta probabilidade de assistir."
1132,"Achei um pouco difícil a primeira etapa ,pois demorava muito pra altera o tema : romance,drama"
1208,"As escolhas apresentadas não seguem minhas preferências, não é signifiticamente fiel"
1430,Algumas recomendações foi de filmes avaliados anteriormente.
1447,Tem bastante opção de filmes acharia injusto se não tivsee bastante filmes
1495,"Injusta : gêneros que não foi selecionado e que fogem totalmente da premissa dos que assisti.

Justas: os gêneros e as temáticas dentro das opções"
1512,"Acho que as recomendações, foram de acordo com a classificação que foram atribuídas as filmes dos primeiros questionário, e apareceram boas recomendações de acordo com o que eu pontuai que era o que mais gostava, a opção mostrou filmes que eu já assisti e estão de acordo com a classificação. De forma geral, eu gostei da plataforma e provavelmente usaria ela"
1597,"Injusto pois a maioria dos filmes são hollywoodianos, falta apresentações de filmes mais alternativos"
1546,Consideraria mas justas se as recomendações fossem de filmes não tão populares
1631,Não tenho opinião sobre isso.mas gostei do sistema
1648,"Acho injusto quando limita as opções baseadas em apenas um gosto, visto que no começo foram poucas as opções de que já tinha assistido, então se basear apenas neles foi um pouco incoerente, pois meu gosto abrange mais que aquelas opções."
1693,"Consideraria injusta a recomendação de um filme que nunca demonstrei nenhum tipo de interesse, seja pelo gênero, atores, diretor"
1730,"Quando os filmes não tem nada a ver com o que a pessoa escreve como recomendação, aí seria injusta."
1795,"Considerei neste sistema, muito justa. Acertaram totalmente as minhas opções que eu assistiria."
1812,Justas
1829,Essas recomendações são justas pois são baseadas em nossas escolhas e gostos pessoais mas pode ser injusta com base em algo genérico e popular
1863,"Não gosto muito de filme de açaí, o quão foram me recomendados"
1914,Quando elas são baseadas em orçamentos
1897,Nos casos dos filmes de terror
2007,"Todos já vi, então se tornou irrelevante as sugestões."
2041,"Acho que o que apareceu está dentro do aceitável, de acordo com o que eu havia escolhido inicialmente."
2024,"Com foco no meu gosto pessoal, as recomendações foram justas"
2089,Não sei dizer ao certo foi a primeira vez que utilizei essa tecnologia
2123,quando não fazem questão de saber o gosto da pessoa q vai assistir
2140,"Recomendações baseadas nas sequências dos filmes avaliados previamente pelos usuários são injustas, visto que elas estão subentendidas se o usuário já marcou que assistiu ao primeiro filme. Recomendações mais justas devem se basear em similaridades de enredo e gênero."
2188,Não saberia opinar
2205,Tem filme que achei que fosse antigo
2270,"As recomendações não foram muito boas porque os filmes que tive que avaliar eram muito limitados. Eu só sonhecia 2, então tive que falsear 5 avaliações extras.
Se melhorarem os filmes que temos que avaliar realmente, creio que as recomendações da IA fiquem bem melhores e batam com os gostos da pessoa."
2301,"No caso de ter poucas opções dos filmes que você realmente assistiu, tive essa dificuldade em achar os filmes"
2352,"Casos de injustiça seria por exemplo: no momento da avalição, eu avaliar somente filmes de animação e como chegar na recomendação aparecer filmes de terror por exemplo"
2383,"Eu considerei bem justa na seleção do filme as branquelas e outro que era esposa de mentirinha amo esses filmes ,então na minha opinião foi uma seleção justa ."
2420,"Justas: quando queremos compartilhar esses dados. 
Injustas: quando não queremos compartilhar dados."
2437,Eu consideraria injustas se houvessem privilégios ou restrições já estabelecidas pelo sistema
2454,"Achei que foram opções muito justas para meus gostos. Ele seguiu certinha o que eu gosto num filme, e salvei o nome de alguns para ver depois.
Acho que podem ser injustas caso o usuário não goste de um gênero específico, mas gostou de um filme deste gênero. Não seria culpa da I.A. e sim do usuário."
2471,.
2519,as recomendações poderiam ser mais váriadaspara dar a opção de ver outros filmes
2553,Filmes mais popular tem mais chances de ser indicados
2570,Gostaria de mais opções de buscas de filmes
15,Quando é gerado filmes que não se adequam ao perfil daquele que responde
46,Recomendar um filme continuação somente porque a pessoa assistiu o primeiro não seria justo.
49,"Eu considero justas quando o filme recomendado é baseado no seu gosto, e injusto quando o filme recomendado, não tem nada haver com seu gosto"
66,"Não consigo ver dessa maneira. Se está me ajudando a dar opções pela qual costumo seguir, se não gostar da recomendação de algum vou para outro recomendado que goste."
97,"Acredito que tenha que ter uma variedade maior de opções com todos os estilos de filmes, para que assim as indicações seja mais próximo do que a pessoa goste."
100,"Em questões de recomendações de filmes, séries e livros gosto muito.
Apenas não gosto quando aparece muita propaganda."
131,Injusta no caso de não levar meus gostos em consideração.
134,"No caso o algoritmo escolheu a sequência dos filmes que avaliei e filmes baseados em livros, o que foi justo e conforme minha preferência. Para diversificar mais as escolhas poderiam ter opções parecidas com os filmes avaliados e não apenas a sequência deles."
165,"Eu pensaria que era injusto se me recomendasse um terror, já que não é da minha preferência, mas desenho acertou em cheio, na verdade acertou todos, foram filmes que eu já vi e vejo novamente de tão bons que são. Eu amei as recomendações."
182,"Consideraria injusta se me recomendasse filmes de ação. Não gosto. Prefeitos romances leves ou bem clichê, tais como filmes q exaltam a feminilidade"
199,Justas
216,"Recomendações que fossem muito divergentes do meu gosto, ou com avaliações ruins."
245,"Havia filmes ali que não me interessaria assistir, já outros que com certeza assistiria ..."
248,"Acredito ter sido justa, pois me foi indicado muitos filmes que já fazem parte do meu grupo de filmes assistidos ou que desejo assistir."
279,Acho que recomendar filmes fora da faixa etaria do usuario
296,"Recomendou filmes uma poucos antigos, os de animações nao importa o tempos, mas os de ação e comedias românticas pra mim foram um desconhecido por causa do tempo em que elas foram lançadas, esse sistema poderia separar por data de lançamento, tipo uma locadora"
348,Acredito que no banco de dados não estavam cadastrados meus filmes preferidos
313,Injusta se não tivesse nenhum que eu gostasse.
316,"Justas porque me recomendaram dentro do que tinha escolhido antes: animações e musicais.
O que posso dizer de ""injusto"" seria somente imprecisão, pois sugeriu coisas diferentes do que mostrei gostar"
333,Não sei
365,Baseado nas minhas escolhas e pesquisas entendo que as recomendações condizente com as mesmas com algumas excessões que não dão match total com minha escolha entre as seleções. Assistiria total mas entre outras opções ele não seria a escolha.
382,"Ao procurar por um determinado filme, de um determinado gênero, se espera que as sugestões sejam de gêneros meramente iguais. Se eu procuro por ""Harry Potter"", por exemplo, quero que as sugestões baseadas sejam de aventura, adolescência, magia, sobrenatural. Isso é considerado justo."
413,"Filmes de gêneros que nunca assisti ou não assistiria, filmes que não tem nada haver com os gêneros que assisto"
414,"Achei justas, porém as recomendações de romances como são a maioria do gênero que assisto, eu já tinha assistido. E continuo tendo maiores interesses nesse gênero, aí não apareceu muita coisa nova."
447,"Considero justo quando assisto um filme e são recomendados filmes parecidos ou do mesmo estúdio, como Ghibli por exemplo. Injusto quando são recomendações totalmente diferentes do que eu assisti."
478,Acho que seriam injustas caso utilizasse meus dados de alguma forma para obter um bom resultado. Acho que o fato de fazerem uso apenas das minhas respostas para chegar num resultado torna a IA justa.
495,Pra mim não se viu pois dos 6 primeiros filmes eu só tinha visto um. Então ele não conseguiu comparar e me indicar bem os filmes que eu veria.
496,"Primeiro, nas opções de filmes assistidos eu selecionei alguns de animação mas tentei variar entre comedias e alguns filmes do mesmo gênero que amo e odeio (como Tróia a 300), porém eu observei que a maioria das sugestões de filmes eram animações, somente um filme era de outro gênero! Além de serem massivamente animações todas eram de estúdios grandes (Disney, Pixar e DreamWorks, etc), assim achei injusto pois ao meu ver (de pessoa leiga no assunto kkkk), achei que o algoritmo favoreceu as obras de grandes estúdios e mais populares, particularmente não achei que expandiu minhas recomendações, no entanto, achei extremamente certeira as recomendações, tanto que ja vi a maioria, e senti genuíno interesse pelo único filme recomendado que não tinha visto! 
No geral é isso, boa sorte <3"
515,"Acho que ainda não sei opinar ao certo sobre o assunto, acredito que as opções foram interessantes e baseadas nas minhas preferências certinho."
546,A maioria foi justa
547,Pode ser injusta quando não sabe exatamente os gostos da pessoa e pode ser justo quando seleciona ótimos filmes de qualidade que a pessoa gosta a ponto de indicar para mais pessoas
578,Achei justa por mais que a maioria tivesse sido continuações de filmes que selecionei.
581,"Acabei avaliando mais filmes de animação e romance, e o algoritmo acabou recomendando animação e eu já havia assistido a todos, e dentre as opções haviam duas comédias coranticas nas quais eu tbm já tinha assistido. 
Achei justa as recordações de filmes, mas achei injusto que as recordações acabaram aparecendo apenas opções nas quais eu já tinha assistido. Mas é uma forma diferente de se escolher um filme quando se está na dúvida."
598,Não sei responder
615,Não tenho uma opinião formada sobre.
646,"Não considerei né justa e né injusta, pode ser que futuramente eu assista ou não."
663,"Injustas: quando mostram apenas filmes americanos. Não indicando filmes de outras nacionalidades. 
Justo: quando mostram filmes que realmente estão de acordo com meu gosto."
694,"Acredito que um algoritmo de recomendação de filmes não faça recomendação injustas, pois se baseia em algo que você já assistiu. Todovia, a análise devia ser mais minuciosa para eliminar os que não curtimos muito, tornando mais justa a recomendação, e indicar diretamente o próximo da sequência não todos da franquia, para mostrar outras opção caso não deseje continuar naquele universo."
790,"A maioria dos filmes eu assistiria , então considero justas"
753,"As recomendações injustas seriam as que consistiam nos mesmos filmes que eu avaliei, pois são recomendações de filmes que eu obviamente já assisti, embora goste muito deles não deixa de ser uma recomendação repetida. As recomendações justas são as de filmes de estilos parecidos com os que eu avaliei."
754,Se fosse escolhido filmes totalmente diferentes do estilo de filme que avaliei
755,Injustas se fossem restritas a blockbusters. Justas se forem pra mostrar algo que usualmente não encontraríamos.
793,Quando o filme é pouco popular e não é recomendado
824,Segundo a critica
861,"Eu entenderia como uma recomendação injusta se me indicasse um tipo de filme que eu não assistiria, como de terror por exemplo. Considerando que nenhuma opção como referência apontou que eu tinha interesse nesse tipo de gênero."
912,"Acredito que para ser uma recomendação injusta, as recomendações iriam ser de gêneros que eu não gosto."
915,"Considero as recomendações de filmes justas quando a pessoa escolhe utilizá-las conscientemente, ou seja, as recomendações não aparecem de forma não solicitada e o indivíduo sabe que as recomendações vêm de uma inteligência artificial."
855,Justas quando faz jus aquilo que eu gosto
856,"Seria injusto se não levasse em consideração a opinião, se recomendasse um filme que teve uma péssima votação."
878,Todas as recomendações foram justas
895,Se fosse algo extremamente fora de minhas preferências
946,"É um pouco injusto na questão de que dificilmente as pessoas sairiam da sua bolha de “apreciação”, visto que o algoritmo sempre recomenda aqueles que estão no rol do gosto popular"
949,Justas. Porém previsível
966,Acho injustas quando as recomendações não selecionam filmes poucos conhecidos e só indicam os populares
983,"Para falar a verdade eu escolhi filmes com continuação, ou filmes como Batman por exemplo, que já foi lançado em várias versões então o sistema entendeu isso, porém eu gostaria que recomendasse filmes do mesmo gênero, porém diferentes dos que eu recomendei."
1000,Quando escolhesse gênero totalmente oposto ao gosto do que o indivíduo consome. Quando os enredos fossem muitos discrepantes do que a pessoa gosta de assistir
1031,"Seria injusto se os filmes recomendados forem totalmente diferentes dos gostos que foram informados na recomendação. (ex : escolho comédia, e os filmes recomendados são terro) enquanto justo é basicamente recomendar um filme com base nos gostos apresentados. Espero que tenha sido útil."
1032,"Na minha humilde opinião, todos os filmes que foram recomendados foram vistos e revisto milhares de vezes. Eu achei bastante justa essas recomendações."
1065,"Não achei nada injusta, pelo contrário, as indicações foram justar e inteligentes."