experiment_id,experiment_type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q16,Q17
e1911662-9dc5-481f-a5fd-4d2a6b6662f1,4,6,6,6,7,5,2,7,6,5,2,4,6,7,7,,
3407381e-c77c-4426-986b-02f3d5a6b909,4,5,5,1,5,5,3,5,5,5,3,4,3,5,5,,
a4a3835f-1967-48db-82bf-b7b77f65a607,4,7,7,6,7,7,7,7,7,5,6,5,7,7,7,,
c6e2f84b-f882-493d-b459-7c9ec2c59cb0,4,4,3,3,3,3,4,3,6,5,4,5,3,2,2,,
68c93846-ce45-4c17-80ac-ef558bf9777b,4,6,7,5,4,4,1,7,7,5,7,4,7,7,7,,
a0aca24b-7732-449a-aeb1-d57a19d5c87e,4,7,7,7,7,7,7,5,6,5,5,5,4,5,5,,
009bf3a0-296a-4345-85be-e6fa024d9cb7,4,6,6,3,4,5,6,7,5,5,6,5,6,5,7,,
9920c7c6-d9c6-4f82-8d9d-1efe2798bcfb,4,5,5,5,5,6,7,6,6,5,6,4,6,7,6,,
75301c24-6ab3-4fe5-a64f-54facac49dcc,4,5,6,4,7,6,7,7,7,5,6,5,6,7,7,,
275c30b8-5467-4a55-b2d2-fbb811306e8a,4,5,3,6,5,6,6,7,5,5,6,3,5,4,4,,
5e46b884-afd3-497d-8f63-e181fcf22f92,4,6,6,7,6,6,7,7,7,5,7,6,5,6,6,7,7
7a53b03c-27e1-4d6e-be74-c6e7f2e94ae2,4,7,6,6,7,4,6,7,7,5,7,6,6,6,6,7,7
8cb283ac-99d0-4977-9352-2cc36f49361b,4,6,7,5,7,4,6,7,7,5,6,5,7,7,7,7,7
1271c1ed-4a66-47ff-ab93-c787a07d9213,4,2,6,1,5,1,7,7,5,5,4,3,3,5,1,7,7
44163a86-2d8f-40d4-bb4d-d7e4bd920827,4,2,4,3,7,7,7,5,5,5,6,5,4,6,4,7,7
54501d08-5568-4149-b1ed-6d9c70caf2e4,4,7,6,1,7,6,7,7,6,5,6,4,6,6,6,6,7
deaa1f5e-bbab-4925-8d8d-b124d7c6d507,4,1,1,4,1,4,6,4,7,5,6,4,4,4,1,7,7
6830bcbd-4729-492d-8827-a79141aadc8f,4,6,6,6,7,6,7,7,7,5,6,6,6,6,6,7,7
e4aa1f24-166f-488a-8bcb-f7239ee58c86,4,6,7,1,7,7,6,7,7,5,7,2,7,7,7,6,7
7c389ea1-2c76-464e-84c2-bf30536e6100,4,6,6,4,6,6,5,7,7,5,5,1,6,6,7,7,7
255a9405-ff96-4701-a76c-6530cbba3fbe,4,6,6,6,6,6,6,7,7,5,6,4,7,7,7,7,7
eede38eb-e8af-400b-aa9e-3c5112eb992a,4,7,7,6,7,7,6,7,7,5,5,6,6,7,7,7,7
deb78a82-0da2-4cbf-aa32-0f482c75db37,4,6,6,4,6,6,5,6,7,5,6,6,7,6,6,7,7
fe165050-2c64-424f-aef4-d7de3b87a58c,4,5,3,2,5,7,6,7,7,5,6,6,4,5,6,7,7
ee877b76-3559-4d9c-9dfc-cbbfa787eea8,4,2,3,3,2,5,6,6,5,5,7,5,2,2,1,7,7
09bef67f-3627-47cd-9a8b-302b5ef07222,4,1,1,1,1,1,7,7,3,5,1,1,1,1,1,7,7
9839a6fb-6948-472d-ae0b-c62960522a9f,4,6,6,5,7,4,6,7,5,5,7,6,6,7,7,6,7
6fde3050-af50-4911-b302-197e41f15525,4,6,7,6,7,5,7,7,7,5,6,6,6,6,7,5,7
b9b314cd-2915-489d-9912-cb2c93f2fd73,4,5,5,7,5,5,3,4,5,5,1,2,2,3,3,7,7
ee88d150-063a-4317-b7f7-27099dbe7be5,4,3,1,2,2,2,6,6,2,5,3,3,3,3,4,7,7
2bdadf69-5138-4f5b-b804-9ffb2cb74533,4,7,7,5,7,6,7,5,7,5,4,5,7,7,7,7,7
f234048d-1516-4bf8-a15b-9fc2c7cd8ff2,4,6,7,6,7,7,6,7,7,5,7,6,6,7,7,7,7
e773f9c0-976f-4232-aa00-639eef0acbfe,4,7,4,7,7,7,6,7,7,5,6,4,7,7,7,7,7
d3ac8282-9aeb-4793-a81f-cd70087c65e0,4,6,7,5,7,7,7,6,7,5,7,5,6,7,6,7,7
a242db1c-0532-4235-8c42-8455de75bf20,4,7,5,7,5,7,1,7,7,5,5,5,7,7,7,7,7
4e384cce-53f2-431d-baf7-9923885ed7e6,4,6,7,1,7,6,6,7,7,5,4,4,7,7,7,7,7
39f51489-d75c-4829-95f3-d35d36a15160,4,7,6,7,7,6,7,7,7,5,6,6,6,6,7,7,7
5955284a-2d0c-41b7-8d14-43cfcc0256d1,4,3,3,5,3,4,7,7,6,5,6,4,3,4,4,7,7
1f8c9fcd-4a8c-4782-9892-304cb80b4b4b,4,7,7,7,7,6,7,7,7,5,6,6,7,7,7,7,7
83bf451d-2119-4ec7-a643-82ce1def88a6,4,7,7,3,7,6,6,7,7,5,5,5,7,7,7,7,7
444e3780-6f0a-454f-81cb-17cbf72ef6fe,4,7,7,2,7,2,6,7,7,5,6,5,7,7,7,7,7
441ac7b1-d888-41d2-8b6a-bcd0dfca0b10,4,7,7,5,7,6,7,6,7,5,6,5,7,7,7,7,7
3110bd79-2627-4971-9f19-f54ac07671ab,4,6,7,5,7,7,5,7,7,5,5,4,6,6,6,7,7
888c3f39-1f30-4cc2-91a6-024847890bf9,4,7,6,6,4,4,7,5,7,5,6,4,7,7,7,7,7
992692d3-9022-470f-8292-c73553be11a5,4,5,6,2,7,6,6,7,6,5,6,1,5,6,7,7,7
b3344768-7da1-478c-a744-49c2524f5049,4,7,7,7,7,7,7,7,7,5,7,5,7,7,7,7,7
e49b4889-78b6-41be-9924-0a8f581e4bc3,4,7,6,4,5,5,7,7,7,5,7,4,7,7,7,7,7
55913fc1-16e5-4cae-87e3-244770b59369,4,6,6,7,6,7,7,7,7,5,6,4,6,6,7,6,7
8dbd2949-8f3e-455e-89ae-1a3d62c3736c,4,5,6,3,5,6,7,7,7,5,7,6,7,6,7,7,7
752af648-7dab-4d3d-b97d-dd51f95d32bb,4,6,3,6,6,4,2,4,7,5,3,3,6,7,6,7,7
992b7d95-c92f-481e-9083-7c5e95a4c857,4,6,7,1,5,3,7,3,7,5,7,5,6,6,7,6,7
72e5fcbb-8989-4e11-8fa1-bfedc455a2a7,4,6,7,4,7,6,7,7,7,5,5,6,6,6,7,7,7
dda4448c-515f-4223-bc78-f8f4cf897653,4,7,7,7,7,5,7,7,7,5,6,6,7,7,7,7,7
0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,6,7,6,7,7,7,7,7,5,6,6,7,7,7,7,7
01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,7,6,7,7,7,7,7,7,5,7,3,7,7,7,7,7
cfc2e0e6-d4aa-4c8a-8761-8ac989736496,4,6,7,7,6,6,7,7,7,5,6,5,6,7,7,6,7
bb6ad28c-e53a-46af-a61f-1706361acc3f,4,6,7,6,7,7,7,7,7,5,7,7,5,5,5,6,6
4fcd3ad2-fe46-4317-937a-cceff0bd7b8e,4,7,7,6,7,4,7,7,7,5,7,6,7,7,7,6,6
c9673434-93be-4bc4-a78f-753b815d3bc2,4,5,6,3,5,6,7,5,6,5,6,5,5,5,6,6,6
fbf3dd8b-e0a9-443e-9cc5-468816f13e15,4,6,6,7,6,6,7,7,7,5,6,5,6,6,6,3,6
81d7f683-4988-4580-a215-75d5c9c936db,4,6,5,2,4,6,7,7,7,5,6,6,5,6,6,5,6
5dff1cf5-d3bc-477e-be22-cff7777744b5,4,6,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6
d7a4530b-99e7-4c51-8be3-83fc5ddb490a,4,6,6,7,7,6,6,7,7,5,7,5,6,6,6,6,6
6450d6c3-1fdd-476c-87b7-8d2cdf3e8e57,4,7,7,6,7,7,7,6,7,5,3,6,7,6,7,7,6
f7ac099d-9348-4da5-bc30-0f7cf02dbc29,4,6,6,4,6,6,7,4,4,5,7,5,6,6,4,6,6
d03dba6d-266b-41e6-a166-c1659015d6f8,4,4,6,5,5,6,5,7,6,5,6,4,5,5,6,6,6
71c10f4e-2480-487c-92cb-afc4f59a8a2f,4,7,6,5,7,4,6,7,7,5,6,4,7,7,7,7,6
a6a9265c-fee8-49b4-93d6-1f3b690cb693,4,4,2,7,6,1,7,4,5,5,6,4,5,4,1,6,6
0b214e62-1090-4cfa-ba9a-323d7ff75220,4,5,6,2,6,6,6,7,6,5,6,5,5,5,3,7,6
9049a623-495b-46e3-9e99-41fea7ea289a,4,6,7,5,7,6,7,7,7,5,5,5,7,7,7,6,6
48a2aaed-87c9-43cc-b825-d9a4a1149c73,4,7,7,6,7,7,7,6,7,5,7,7,7,7,7,6,6
04683bef-1995-41ca-a314-bf98212019e7,4,6,1,6,1,6,2,7,6,5,6,6,6,2,6,6,6
91daf8f7-8bd7-4901-ac4e-08f4010455ec,4,6,6,2,7,6,6,7,7,5,6,4,6,6,6,5,5
c237f769-fe69-46a1-b2d7-a4c3e6aef50d,4,3,3,2,3,3,2,7,5,5,5,5,5,5,5,5,5
695ce585-4fc4-4c96-acb1-a9d771268c07,4,3,2,6,4,4,5,7,5,5,5,4,2,3,4,5,5
1fd30999-46e0-4178-8662-d98af6b4839a,4,3,6,6,7,4,3,5,5,5,7,5,4,5,7,5,5
467bc469-671c-47b1-8a5e-26fa833b8b40,4,3,6,1,7,5,7,5,5,5,4,7,7,7,7,6,5
44d21b55-c372-4085-a3a2-e84a89f91f9c,4,4,4,4,4,4,6,4,6,5,7,4,4,4,4,4,5
d28e21b4-b5ce-4bbf-92ee-1108751f78e1,4,3,3,1,5,5,7,7,5,5,5,4,4,4,2,5,5
ef1dec9d-5243-4c1f-abeb-89f023784d8a,4,5,5,4,6,7,6,7,7,5,6,7,5,3,2,3,2
7ac94b59-0bc0-44f9-a93b-3abeff7bf7fc,5,6,3,4,7,5,7,6,6,5,6,7,5,5,6,,
26cfbb58-34c3-4a6b-bd68-fc6253a99e7d,5,7,7,7,7,7,7,7,7,5,7,6,7,7,7,,
8d37fc50-2815-47e4-b701-8735f90f09fe,5,6,7,5,7,6,6,7,7,5,7,7,7,7,6,,
a0342189-ca6d-46a6-b2c7-d4241eb13fba,5,1,5,7,1,1,3,5,5,5,4,4,2,2,3,,
44e95982-91c8-4e85-a0bf-3527224e0a47,5,6,5,1,6,6,7,7,7,5,7,4,5,6,7,7,7
c56ddc95-3256-44ca-9756-466192ccb441,5,7,7,7,7,4,7,7,7,5,6,5,7,7,6,7,7
3fb6809b-e699-4585-90fa-fa668dae9d6a,5,6,6,7,6,6,7,7,7,5,7,4,7,6,7,7,7
4f7acc7f-2a5a-4298-8695-b8c133c1ee12,5,7,7,7,7,7,7,7,7,5,7,7,7,7,7,4,7
1cad2b8c-9e9d-4f8e-8251-3e0dbb4d9b0f,5,6,7,5,7,7,7,6,7,5,7,7,6,7,7,7,7
7ef39174-c29b-4b3a-b2f3-403b53948e61,5,7,6,1,7,6,6,6,6,5,6,5,7,7,6,7,7
4ff74cb2-5fa6-416a-8aaa-28e11a9daa92,5,7,7,4,7,6,7,7,7,5,3,4,7,7,7,7,7
c956e96b-a84a-4889-9434-b5a45f5f1489,5,7,7,1,7,4,7,7,7,5,7,6,7,7,7,7,7
e4197105-ac90-4cab-8562-e2916a1a2cb3,5,7,7,6,7,7,7,7,7,5,6,7,7,7,7,7,7
13601543-649a-4b1b-bb06-076d49ebb5fe,5,6,6,1,7,7,7,4,7,5,6,6,6,7,6,7,7
661b2b19-8474-4db8-91f0-11fea719a97c,5,2,6,3,7,7,7,5,7,5,7,6,6,7,6,7,7
f7e5ffe7-c959-4cab-bf21-8b0611bc6a00,5,7,7,7,7,7,7,7,7,5,7,6,6,7,7,7,7
97a27e82-7d55-4e64-9103-47e1acc6dd13,5,7,7,7,7,7,7,7,7,5,6,6,7,7,7,6,7
6aa7579c-e04e-45f4-8972-903aeb60d55b,5,6,6,5,7,7,7,7,6,5,6,3,7,7,6,7,7
32afa432-098b-4c74-9a4a-2069fde691ce,5,5,6,5,3,6,4,7,7,5,3,3,3,5,5,7,7
9096afd1-691b-4233-aad2-15eb7579ec1c,5,7,6,7,4,6,7,7,7,5,7,5,7,7,7,7,7
632850d7-3a27-4c91-9c31-09a71b455d55,5,7,7,5,7,5,6,7,7,5,7,2,6,7,7,7,7
14b71917-9300-4abc-9790-62d4c085887f,5,5,6,5,5,6,6,6,6,5,7,6,6,6,7,7,7
77d16b21-9e48-4525-80be-ecf872ef60e0,5,5,6,3,4,5,7,4,6,5,6,3,5,5,5,7,7
464ea7fd-0784-487b-9165-8ee2d0eb86d7,5,7,7,6,7,4,7,7,7,5,4,4,6,7,7,7,7
08cce154-4c9e-4431-a732-0d81ac413c43,5,6,6,6,7,6,7,7,7,5,6,4,7,7,7,7,7
4be1eb7f-246a-4191-a820-cac26ad6b750,5,6,7,6,7,4,7,7,7,5,7,4,6,7,6,6,7
bd7e3504-73a9-4036-9307-d1e08e6e6625,5,6,6,6,6,7,7,7,6,5,6,4,6,6,7,7,7
9ae69848-e595-4280-b8b1-7b560696cbb1,5,6,6,5,5,6,5,7,6,5,5,4,4,4,3,7,7
4735fce2-910e-4b57-adfc-64a8b48ba2be,5,7,7,6,7,7,7,7,7,5,7,4,7,7,7,7,7
e4e2939f-c1f7-4fcf-a2b8-77b6f976884d,5,7,6,6,7,7,6,6,7,5,7,7,7,5,6,7,7
24e7ac88-7fc3-45ff-a921-ee678cf24f39,5,5,6,5,7,7,6,7,6,5,6,3,7,6,7,7,7
2c14e833-dbe8-4436-8af9-fc2b784911e0,5,6,5,6,6,5,7,6,6,5,7,2,3,3,5,7,7
2b3990a5-005f-406c-85c7-f662bb38b177,5,5,3,3,7,5,7,7,6,5,7,3,7,5,7,7,7
1d496fb6-f92a-4185-a69a-ca0fe5340337,5,6,7,7,7,7,6,7,7,5,7,4,7,7,7,7,7
718ac44d-e14c-41af-a5dc-44e97b857abe,5,7,6,7,7,5,6,7,7,5,3,2,6,7,7,7,7
f1dabcde-01c9-4c06-ac1c-4ac41a73681c,5,7,7,4,4,4,6,7,7,5,6,6,7,7,6,7,7
729baf43-2f1e-4935-801b-75655b7f70c7,5,6,6,5,6,7,5,7,7,5,7,6,6,7,7,7,7
0e67d4a6-8623-44d7-8109-4a88c6759789,5,7,7,5,7,7,7,7,7,5,6,6,7,7,7,7,7
05a36045-7d5f-4be8-9126-9092bcd246de,5,7,7,7,7,7,7,7,7,5,6,6,7,7,7,7,7
53566e03-f5d2-4c52-bc8f-26800cf88e7a,5,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7
87167877-a78a-49b3-8bad-c62d5787f23a,5,7,7,6,6,7,7,7,7,5,6,5,6,7,7,7,7
0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,7,7,7,7,4,7,7,7,5,7,6,7,7,7,7,7
12267126-b29e-442d-896c-ef9ea2b59de1,5,7,7,5,6,6,7,7,7,5,7,4,7,7,7,7,7
34f3348a-4984-41c8-9fe4-ef82c812facb,5,6,6,4,7,2,7,7,7,5,6,4,7,6,6,7,7
ce2dbc78-52c3-4ec5-9e93-2b9fea46617e,5,6,6,7,7,7,7,5,7,5,3,2,7,7,7,7,7
bfefa94b-fb41-494a-903f-3bb3f18fd349,5,7,7,5,6,7,7,7,7,5,7,6,7,7,7,7,7
e55c9213-ca7d-4001-a443-8ac0427e0323,5,2,6,6,6,7,7,7,5,5,2,3,2,5,5,7,7
60768d1c-88d3-439b-a60e-bb93f195b587,5,7,6,7,4,7,4,7,7,5,6,6,7,4,7,7,7
731f9a36-3e5e-42bf-a0e4-51f60837d08b,5,7,7,3,7,4,7,7,7,5,7,4,4,6,7,7,7
f365b24b-9aef-4556-b1a6-98bd9365049d,5,6,7,7,6,7,7,4,6,5,7,3,7,7,7,7,7
1fbc1452-5909-4a42-9ac4-de842d38caa1,5,6,6,7,6,7,6,7,7,5,7,5,6,6,6,7,7
f214a0da-73b8-4cce-9320-b56dd8f5bfbc,5,6,6,6,6,6,7,7,7,5,7,5,6,6,6,7,7
a94335cb-d7c5-45ce-b5d4-ae4d10716c5e,5,7,7,6,7,6,7,7,7,5,5,4,7,7,7,7,7
b1b53c6b-426c-4988-a8e6-7baacc270254,5,7,6,7,7,7,4,7,7,5,6,4,7,7,7,7,7
d1bebf86-25cb-444c-8d9e-4f1ed77da56f,5,7,7,7,7,7,7,7,7,5,6,6,7,7,7,7,7
58b6b346-dd8a-4ca4-ab98-2cc10b01eaf6,5,6,7,7,7,7,7,7,7,5,6,5,7,6,7,7,7
f147aeb3-8575-48e3-a2a1-317c006176ea,5,7,7,5,7,7,7,7,7,5,6,7,7,6,5,7,7
a0e5327d-7b40-4fb7-9f29-b2bc973e682d,5,4,4,3,6,6,7,7,7,5,7,4,6,6,6,7,7
c2e539b2-3407-4a44-8213-de09ca22c7ac,5,6,7,7,6,3,7,4,7,5,3,4,7,7,7,7,6
7ca4a86f-6545-4758-a369-f8df91e28646,5,7,7,7,7,4,7,7,7,5,7,7,4,7,7,6,6
31605639-8a15-4811-9cf5-acba3f40cbe2,5,6,5,5,5,2,3,7,5,5,6,3,5,5,3,7,6
bdc06a2a-bdea-40a5-be35-5ee901218c9f,5,4,5,5,4,5,6,6,6,5,6,3,5,6,4,6,6
af221659-951a-4aec-9d51-5343e1e51d65,5,6,4,1,3,7,7,7,6,5,7,5,7,6,5,6,6
e34811b6-ccf2-4fe7-813d-7c5694ef3d49,5,4,6,6,6,4,7,6,7,5,6,5,6,6,6,6,6
58b5809a-2f69-4dd9-8a62-fa0745422872,5,6,6,3,4,6,7,6,6,5,6,3,5,3,2,5,6
805f63d0-b754-4c63-bc89-af68acc8a2e6,5,6,6,6,6,6,7,7,7,5,7,6,6,6,7,6,6
f958d71f-bb34-4361-8fa5-b34101347d7c,5,3,3,4,6,4,5,5,5,5,4,5,5,4,4,6,6
8f0f0f71-1dd2-4e59-ae22-ad629189da31,5,6,6,6,7,4,7,7,7,5,6,6,6,7,6,6,6
cda9a010-7d21-419a-8769-63f2a669b7e4,5,6,6,7,7,6,7,7,7,5,6,6,7,7,6,7,6
da3344aa-ab69-44df-812d-bda26008a24f,5,6,3,3,5,5,7,7,7,5,7,2,5,5,4,6,6
c73dc175-4825-494b-957e-1bce9d71040c,5,4,5,6,4,5,2,5,7,5,3,4,5,5,5,6,5
b08d3520-9477-49e1-8e60-f99a70d95e82,5,6,7,2,7,6,7,7,7,5,7,2,6,6,6,5,5
b5ffff38-1808-45f7-b389-8dcb4f4f00d7,5,4,6,6,6,5,6,5,5,5,6,5,6,6,6,5,5
c5d800e7-b766-4f43-8a2f-4a2f6400fdb1,5,6,5,5,3,5,3,7,7,5,4,4,6,7,7,5,5
7ba6c296-159d-4d81-a5b8-1ee75eca61a2,5,4,4,4,4,4,5,5,6,5,5,3,5,4,5,5,5
07de0add-1abb-4b80-9db1-98412b2d0e1a,5,5,3,5,5,4,7,7,7,5,7,5,5,5,4,4,5
6a872a63-307f-4dbc-ab2d-e03957c78f8b,5,5,4,3,4,4,5,5,5,5,4,4,4,4,4,4,4
54b7207f-097b-49fc-8834-8abba40092ad,5,3,4,3,4,4,6,4,6,5,6,4,4,5,4,4,4
44e3283c-a951-43d6-aa4c-29879fc405f2,5,6,5,6,6,7,4,6,7,5,6,5,6,5,7,7,4
e882bb3e-daf4-4498-ae68-a4bbdc531a35,5,7,6,2,5,6,7,7,7,5,6,7,6,7,7,1,2