User,I consider myself a movie enthusiast,Group,is_CS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17
761869be-5f60-4d74-8fe7-5e389fb055fa,5,0,FALSE,6,4,2,6,7,7,5,4,5,5,5,4,6,5,"Um filme de terror me foi recomendado, sendo que não tinha selecionado nenhum filme de terror. Também recomendaram jogos vorazes após eu dizer que gostava muito de em chamas (sendo que precisa assistir o primeiro para depois ver o segundo, então automaticamente poderia reconhecer que eu já vi o primeiro filme e não me recomendar ele)",7,7
76cc2cf0-f272-4950-9484-6db6d8274b03,5,0,FALSE,6,7,7,7,7,6,7,7,5,6,3,7,7,7,"Nesse caso, acho que as recomendações foram bem justas, já que a maioria dos filmes recomendados foram semelhantes àqueles que eu avaliei na primeira parte, além de a maioria das recomendações serem filmes que eu já assisti e amei.",7,7
802d15e2-3e62-4c23-bd5b-e5eaaa57a72e,5,0,FALSE,6,6,5,7,4,6,7,6,5,6,2,5,6,5,"Achei justas,afinal acredito que seja baseado na primeira página onde eu avaliei os filmes que assisti",4,6
864a4f2b-b145-434c-9987-72774adf4837,5,0,FALSE,5,5,6,4,4,6,5,5,5,7,4,4,5,5,Muito desenho,5,5
9ad3e0f0-b524-43d4-901a-ca7b6abf862f,5,0,FALSE,3,2,2,7,4,2,5,5,5,3,4,2,3,4,"Não gostei dos filmes recomendados, na maioria do tempo, assisto filme infantil, romance e suspense. Foi recomendado apenas filmes que nunca ouvi falar ou com sinopse nada a ver com o que pesquiso ou assisto.",7,7
a1adbfeb-ead8-41e8-90f9-ebe498c304b9,5,0,FALSE,6,5,3,5,6,6,4,6,5,6,3,6,6,7,Se eu colocasse que já assisti a um filme e aparecesse como recomendação novamente,7,7
a94b0889-3474-496d-864d-c6cc28b3fa45,5,0,FALSE,6,7,5,7,5,5,7,7,5,5,1,7,6,7,"Acho que toda recomendação seria válida, além de que o algoritmo da várias opções onde podemos escolher qual mais nos agrada. Seria injusto dar apenas uma opção, o que não foi o caso.",7,7
a94befb1-8a51-443e-9a70-4e7f7fc2a554,5,0,FALSE,6,5,3,3,5,7,7,6,5,7,6,6,5,4,Justas. Já assistir a maioria deles,5,5
c304dd83-2d40-4c2c-a4c8-588357cf2aa3,5,0,FALSE,6,2,5,4,6,6,7,6,5,7,6,4,4,6,"Eu consideraria caso houvesse algum
 Problema pois ele é robô",4,4
d088d8c4-69d2-4288-8f56-fa3a410b107f,5,0,FALSE,6,6,6,3,4,6,7,7,5,7,3,6,5,7,"Casos em que me recomendaria filmes de terror, seria esxolhas injustas",7,7
d2d37653-c692-47a1-be17-47dc898b2b41,5,0,FALSE,5,6,6,6,7,6,7,7,5,7,6,6,7,6,"Não tem como
 Tem muito haver com o momento se basear em uma seleção no geral é complicado",7,7
e45a2469-14a6-4f14-bfa0-859ef1057d12,5,0,TRUE,5,5,5,7,7,7,5,7,5,7,7,5,6,5,"São injustas quando o sistema de streaming recomenda o lançamento com destaque ao invés de dar destaque aos filmes que realmente estão dentro do tema que o usuário costuma ver. Também são injustas quando as sugestões são muito lineares ao tema geralmente procurado: se eu procuro filmes de guerra, porque aparecem apenas filmes de guerra de ação e não aparecem romances ou documentários ou alguma outra subcategoria de guerra?",7,7
f3bb15ab-af27-4402-99fa-bc6197476cfb,5,0,FALSE,7,4,4,3,4,5,4,6,5,5,5,6,6,6,Nenhum,7,6
00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,5,1,FALSE,5,6,5,2,6,6,7,7,5,5,3,6,6,5,Consideraria justa caso os filmes recomendos de fato fossem semelhantes à outros filmes que já assisti e gostei. Para mim seria injusto eu colocar em uma pesquisa que gosto de suspense é aparecesse como recomendação uma animação por exemplo.,7,7
02a9fcb5-6436-40a4-84d1-d720b7bef3c1,5,1,TRUE,3,3,5,5,5,6,7,6,5,6,6,4,6,5,"Eu tentei selecionar alguns filmes com vários niveis de gostos. Eu coloquei 1 estrela para o filme ""Entrando numa fria maior ainda com a familia"" porque foi um que assisti e não gostei. Então eu esperava que ele não me recomendaria um filme parecido, mas um dos filmes que ele me recomendou foi a prequel desse que é ""entrando numa fria maior ainda"" que eu não assisti, mas não assistiria.
 Achei justo no fato de que os filmes com 5 estrelas que coloquei foram animações famosas e ele me recomendou filmes de animações famosas. O que faz sentido. No entanto, eu já assisti todas animações então não sei se escolheria assistir.",7,6
137439f6-928a-48f9-9053-1ed89875e7dd,5,1,FALSE,7,6,7,5,7,5,7,7,5,5,6,6,7,7,"Considero injusto mostrar apenas um tipo de filme, pois posso perder a oportunidade de conhecer filmes incríveis e expandir meu horizonte. Considero justo no sentido que sempre irei assistir o que gosto, mas gostaria de ser desafiada a algo novo.",7,7
1dd60b56-2884-423f-8923-22ebe0a0830a,5,1,FALSE,4,7,3,7,7,6,7,7,5,6,6,7,7,7,"Acho justa quando me recomenda coisas baseadas nas minhas outras escolhas, e automaticamente me recomenda um filme que nunca vi mas que tem haver com o meu gosto",7,7
3c694797-450f-47d5-a7fe-135df24d60a9,5,1,FALSE,6,6,3,6,1,6,6,7,5,6,3,6,6,6,"Injustas porque poderei perder a chance de conhecer um outro estilo de filme, pois ele seleciona com base no que vi, não permitindo que se descubra algo novo.
 
 Justo porque na maioria das vezes queremos assistir aos filmes de acordo com o que mais gostamos. Quando ele nos deixa avaliar os filmes já vistos, a sugestão é mais certeira e eu não perco tempo escolhendo um filme pra ver, que em muitas vezes é desgastante.",5,5
41e1e116-286a-4804-ad90-bac79bd8f960,5,1,FALSE,7,6,6,7,6,7,6,7,5,7,6,6,7,6,Eu já havia assistido a maioria dos filmes recomendados e no geral gosto bastante deles.,6,6
54adff2b-0d69-400e-9421-89038a2e270a,5,1,FALSE,6,5,7,6,4,7,7,7,5,6,4,6,6,6,Injustas se não seguisse meu padrão de escolha de filmes e indicasse apenas o que está em alta ou que recomendam apenas pela audiência.,7,7
5d0d2f31-da73-4476-b015-41724f1df422,5,1,FALSE,6,7,7,1,6,7,7,7,5,6,6,7,7,7,"Percebi que o algoritmo me mostrou a maioria filmes do mesmo gênero, isso eu gostei, faz sentido e acho justo. Mas acho que ele poderia recomendar coisas novas, justamente porque essa seria a função ""recomendar"", achei injusto não ter filmes recomendados que foram produzidos pelo mesmo diretor ou roteirista por exemplo, achei injusto pois se gosto de determinada obra, acho legal conhecer mais trabalhos de uma pessoa.",3,5
70dae59b-8be2-4b59-962f-a0eeb48735b1,5,1,FALSE,6,6,4,4,4,5,6,6,5,6,4,7,7,7,"Não acho que existam recomendações injustas, apenas tem algumas recomendações que não agradam no momento",7,7
81e09d11-aab4-4578-bc91-c25dcbb94807,5,1,FALSE,7,6,5,7,7,6,7,7,5,7,7,7,7,7,"As recomendações são justas pois seguem o padrão baseado nos filmes já assistidos e avaliados, não é surpresa encontrar as continuações de filmes já assistidos como recomendações para ""assistir depois"".",7,7
88a8834c-e318-4f0b-9708-97a4e4916043,5,1,FALSE,7,6,5,5,6,7,6,6,5,4,3,6,6,6,Os filmes que foram recomendados foram mais para o gênero de terror ou suspense. Na primeira tela selecionei filmes de romance também é não apareceram nenhuma opção para esse gênero. Então creio que injustas ou justas seriam basicamente nesse estilo de filmes.,6,6
97e3e666-5fa3-4578-9d17-aac429ee562f,5,1,TRUE,7,7,6,7,7,7,6,7,5,7,4,7,7,7,"Eu acho justo, mas também acho que precise de um pouco de aleatoriedade, tipo dos dez filmes um fosse escolhido aleatoriamente",7,7
e7d7a3cf-6273-41ad-b8f3-d76a06c4222d,5,1,FALSE,5,5,6,6,6,5,6,6,5,3,2,4,5,3,"Jogaram alguns filmes de ação que nada teve a ver com minhas escolhas, porém me enviou um sequência do de volta pro futuro que achei uma ótima sacada",6,6
fb358c8e-7f4a-4395-b12c-9dc4f680502e,5,1,FALSE,7,7,6,7,4,6,7,7,5,6,6,6,7,7,Acharia injusta se recomendassem apenas filmes renomados pela crítica,7,7
07927c7c-0b92-4735-8a8c-d01f44a96038,5,2,FALSE,6,5,7,7,7,7,6,7,5,6,6,6,5,6,"Baseado nos filmes que eu escolhi, a Inteligência artificial acabou me recomendando mais filmes do mesmo gênero, o que é justo pq são filmes que eu gosto. Porém injusto pois dessa forma é bem difícil a recomendação de filmes novos ou fora da minha ""bolha""",7,7
22585531-386f-43fb-9a4f-13678433c66f,5,2,FALSE,7,6,1,7,7,7,7,7,5,7,6,7,7,7,As recomendações foram justas no sentido de apresentarem filmes que eu já vi/veria com certeza,7,7
46ba5ebe-b8d7-4ab4-981e-b30264c69892,5,2,FALSE,5,5,7,7,4,6,7,6,5,7,4,6,7,7,"Continuações de filmes que eu já assisti são justas e válidas. 
 Como selecionei mais animação, vieram mais filmes nesse estilo",5,5
5069b013-05f5-4fc7-8999-cfaacb377caf,5,2,FALSE,7,6,5,6,5,5,7,6,5,6,3,6,7,7,"Acredito que seria injustas quando me apresentasse apenas opções muito populares, ou nenhum pouco relacionada com meus gostos.",7,7
541967f5-3751-47b1-9084-2bbc8f3d5113,5,2,FALSE,6,7,5,1,7,5,6,3,5,5,6,5,6,6,Baseadas totalmente no critério da pessoa que vai assistir dando a ela possibilidades de montar sua lista.,3,5
54a7f5ad-47d1-4a8a-902b-3206bc2c0fa0,5,2,FALSE,7,7,7,4,7,5,7,7,5,6,6,5,7,7,Em muitos casos a recomendações foram de acordo com o esperado,7,7
5b81fab1-1fc7-4b10-9784-5c7230bc73d5,5,2,FALSE,6,7,6,7,7,7,7,7,5,6,6,6,7,6,"Creio que é muito válido esse algoritmo, pois muitas vezes ficamos vários minutos tentando escolher um filme e um algoritmo destes facilitaria a escolha. Acho justo para lazer e injusto creio que não tenha uma opinião sobre.",7,7
6a2d80b6-11cf-41ba-aa1d-824aab56dfab,5,2,FALSE,6,5,4,6,6,6,5,6,5,6,4,6,5,5,"Isso é algo relativo, pois a indicação pode fazer meu perfil e mesmo assim eu não goste ou o inverso.",6,6
783d607f-248d-4e5d-91f6-7a5973664755,5,2,FALSE,6,6,7,7,7,7,7,7,5,6,5,6,7,7,No meu caso achei as sugestões completamente alinhadas com meu gosto e com as minhas avaliações anteriores.,6,6
913f19c6-7977-42f6-883d-3719681242a1,5,2,FALSE,7,7,7,7,7,7,7,7,5,7,3,7,7,7,Na minha opinião uma recomendação injusta seria quando eu selecionassr alguns filmes do meu gosto e de um determinado gênero e as recomendações fossem totalmente diferentes.,7,7
965f7f2c-58b3-468f-b753-606046daf908,5,2,FALSE,6,6,5,7,4,7,6,7,5,7,3,7,7,7,São Injustas quando recomendam filmes que não tem fazem sentido com o meu gosto e os recomendam só por serem famosos.E são justas quando os filmes são parecidos com o meu estilo de filmes.,7,7
a226f74a-02e1-4517-aad0-b305f00133d3,5,2,FALSE,6,6,1,6,4,7,7,6,5,7,6,6,7,4,"Achei bem justo na verdade. Pois com base nos escolhidos no início, a grande maioria dos filmes recomendados eu já vi... Então é uma linha tênue, pois entendeu do que eu gosto e recomendou. Porém os recomendados já foram assistidos, e os que não foram vistos, eu não veria. Tanto que oq eu escolhi para ver, foi um que já vi e veria novamente. Todos pessoa e duas medidas",6,7
b8afc9b3-3d07-42df-b194-51f08330070d,5,2,FALSE,6,6,6,7,7,7,7,7,5,6,7,7,7,5,Justas pq é baseado nos gêneros de preferência e injusta pq não tem todos os gêneros inclusos,7,7
cb80b0dc-f9e6-4829-b00d-ce67dab1661a,5,2,FALSE,7,7,1,6,6,7,7,7,5,5,5,6,7,7,"Consideraria injusta caso me recomendassem um filme de um gênero que eu não estou habituada a assistir, porém como me recomendaram filmes que eu já assisti, em sua maioria, e assistiria novamente, eu achei as reclamações bem justas.",7,7
dc764f41-e895-412b-8c61-9deb71850bf9,5,2,FALSE,4,4,4,7,4,7,7,7,5,6,4,5,6,6,"Não entendi bem a pergunta mas os resultados obtidos estavam de acordo com o perfil que costumo assistir, acho que talvez seja interessante adicionar mais opções de filmes para avaliação algumas das opções que procurem não foram recuperadas.",6,7
f4694a47-110b-4351-b867-a8a901e7c033,5,2,FALSE,4,7,1,4,4,1,7,7,5,6,4,4,4,4,Não sei opinar,7,7
129f0c6e-4ff2-4569-b41e-123bec246cca,5,3,TRUE,7,6,7,7,6,7,7,7,5,7,6,7,7,6,Injustas se priorizam filmes com alto orçamento,7,7
329d5229-632e-4b6d-a47e-fe9e33e23923,5,3,FALSE,5,6,5,4,5,7,7,6,5,5,4,3,3,4,"Quando pesquisamos algo aleatoriamente e então pode aparecer recomendações que não estamos esperando, recomendações injustas.",5,6
40fc122d-35a1-4c29-87bb-76cb9e3439c8,5,3,FALSE,6,5,7,5,6,3,7,7,5,3,2,6,5,6,"Em casos de orçamento ou popularidade, por exemplo. 
 Já assisti filmes com orçamentos altíssimos é que no fim decepcionaram, e o contrário também. Como também já assisti filmes com alto índice de popularidade, mas que não me agradaram e o contrário também.",7,7
5fd80667-3fc1-4f68-91c3-9e05a4d12ff8,5,3,FALSE,5,7,4,7,6,7,6,7,5,5,5,6,6,7,"Eu considerei as recomendações muito boas, mas alguns filmes já são bem populares e eu já tinha visto. Talvez se recomendassem filmes menos conhecidos seria mais útil.",7,6
6ebcd54b-7c19-44e3-aa8b-677292d5c197,5,3,FALSE,7,7,6,7,7,7,7,7,5,7,6,7,6,7,"Filmes que pouca ""aclamação"" e que são desconhecidos, poderiam ter a chance de entrar na lista de recomendação.",7,7
74838830-fd4a-4e2e-bc00-02ef40730389,5,3,FALSE,7,7,7,5,5,6,7,7,5,7,6,6,6,2,Caso eu assistisse um filme que eu não tenha gostado e o algoritmo não parar de me mostrar esse filme.,7,7
8022760f-d0fd-4564-95ff-03ca84238c33,5,3,FALSE,6,7,4,6,4,7,7,6,5,7,4,6,7,7,"Considero injustas quando a recomendação é por questão de popularidade, o que acontece muito. Uma recomendação justa seria estar no padrão de filmes que eu assisto, mas não necessariamente estar no topo ou no ranking de mais assistidos.",7,7
95996bb1-9d7d-4c34-864b-53b8f34290e4,5,3,FALSE,6,6,7,7,5,6,7,6,5,6,6,6,7,7,Recomendar filmes que não sejam do gênero que mais foi escolhido pela pessoa,7,7
96f1de66-b5e6-4b0b-8015-620861dec9e5,5,3,FALSE,6,4,5,6,3,7,7,6,5,6,7,5,5,6,"Não acho que seja injustiça, o algoritmo escolhe aquilo que se assemelha ao que o cliente mais procura, seja na busca ou pra assistir e recomenda filmes semelhantes seja em gênero, direção, atores e até criadores. Portanto todas as recomendações são válidas desde que sigam o algoritmo nessas circunstâncias.",7,7
a6c1cba6-7962-4520-bb90-06fae89c610e,5,3,FALSE,6,5,5,6,4,7,7,6,5,7,6,6,6,7,"São escolhas justas, já que se coloca um X de opções de gênero de filmes e de acordo com essa opção acaba tendo várias outras disponíveis para você, e acabam sendo i justas por que a maioria dos filmes são filmes repetidos, que já foram assistidos,mas isso na quer dizer que não seja válido utilizar um algoritmo para fazer uma escolha.",7,7
ad866c52-b5f4-43be-a0bc-99d2549d2706,5,3,FALSE,7,6,7,6,7,7,7,7,5,6,6,6,7,7,"Consideraria injusto, quando não tivesse a oportunidade de dar minha opinião. Ou quando não tivesse mais opções sinceras. Mais no entanto , não foi isso que ocorreu. Gostei bastante das indicações.",7,7
ae52c127-5ccf-451f-bc80-1c81bd439cd0,5,3,FALSE,4,5,7,6,6,7,7,7,5,6,4,6,6,7,"Injusto quando é indicado um filme que está sendo "" popular"" mas não faz parte dos meus gostos",1,6
bd043f34-b583-43f0-921c-3914596bff43,5,3,TRUE,3,5,5,5,5,3,5,5,5,3,3,3,4,5,Injustas se só recomendassem filmes de alto orçamento,6,6
f3eeefc1-cdb9-4e51-a64a-37003a716028,5,3,FALSE,6,6,5,6,7,6,7,7,5,6,3,6,6,7,"Eu acho justo com base nas últimas escolhas. A parte injusta é que você não irá procurar outros filmes, não vai sair da sua bolha de filmes",2,2
018874a7-0ba4-4bbf-85e8-2454ff265a27,5,4,FALSE,6,6,1,4,6,7,7,6,5,6,6,6,6,6,Para mim nao foram.injustas,7,7
13630cbc-b0bf-429f-a7aa-56590dc9c04f,5,4,FALSE,7,7,7,7,4,7,7,7,5,7,4,7,7,7,"Justas pois o sistema reconhece exatamente o meu gosto para filmes recomendando apenas os que eu teria mais chance de escolher . Injusta pois acaba só indicando filmes do meu gosto, fazendo com que eu não conheça filmes que não faz parte da minha rotina de escolha",7,7
1f40a73e-e771-4c4b-bef6-b59d0288d4cd,5,4,FALSE,5,5,3,5,4,7,7,6,5,5,4,6,6,6,Normalmente as recompensas feitas são bem aproveitadas.,6,6
3bdfe8c8-2fda-4801-9f90-46933d5238c8,5,4,FALSE,6,7,6,7,7,7,7,7,5,6,7,7,7,7,"Achei muito justas as recomendações dos filmes para mim, pois achei que o algoritmo entendeu quais gêneros prefiro.",6,6
56289d6c-66cd-49e7-8882-1745b1b12386,5,4,FALSE,7,7,7,7,7,7,7,7,5,6,4,6,7,7,"Os algorítmos são justos e acertívos, ao notarem a preferência de cada um, e fazer sugestões relacionadas aos gêneros que cada pessoa preferiu. E o algorítmo é injusto, por conta de apenas recomendar filmes que são populares. E isso acaba excluindo filmes de baixo orçamento ou que não são tão conhecidos, que talvez a pessoa que está procurando um filme do gênero, mas quisesse ver algo diferente/novo pudesse gostar.",7,7
5df36448-71ee-4efc-9bf3-e4510c41a2bc,5,4,FALSE,7,6,6,7,7,7,7,7,5,7,5,6,6,6,"Acredito que, de um modo geral, as recomendações foram boas e de acordo com o que eu selecionei na avaliação. As recomendações são boas e cumprem muito bem o propósito baseado em minhas próprias respostas. Eu apenas discordo na questão de tipos de filmes, eu escolhi algumas animações e nas sugestões não me foi dada mais opões desse gênero; e acabei recebendo recomendações de terror/suspense que eu não havia escolhido em nenhuma avaliação",7,7
7bd8a191-4a0d-4002-9896-a1d2a3ffd533,5,4,FALSE,6,6,4,7,6,7,7,7,5,7,3,3,5,4,"Achei justa. Porém pouco variada, já que a algumas das sugestões eu já havia selecionado com avaliação.",6,6
dd5b9bcf-3730-4738-90ed-9db193621b83,5,4,FALSE,5,2,6,2,7,7,7,3,5,5,7,5,4,3,A grande maioria dos filmes recomendados são os mais populares e conhecido deixando a desejar pois existe bons filmes menos conhecidos e com conteúdos ricos,7,7
e4fae636-2540-41ca-9c6b-27fb9c0a4057,5,4,FALSE,6,6,2,6,6,6,7,7,5,6,6,4,4,6,"A tecnologia seja por algoritmos ou por vício está sempre mostrando o que ""queremos"" ou similares, não são injustas por que ainda temos o poder de decisão.",6,6
ed38ccc0-d421-498b-a433-342ad770e4da,5,4,FALSE,7,6,7,7,5,6,7,7,5,6,6,7,7,7,Sao injustas Quando s filmes não são do meu gosto kkkk,6,6
2abdaf18-583a-4d78-96b2-0f13c1fb7d88,5,5,FALSE,7,7,5,7,7,7,7,7,5,7,4,7,7,7,Todas as recomendações foram justas por incluírem filmes que eu gosto e já tinha assistido,7,4
342cdda6-96ff-415a-8893-f27ffa896efd,5,5,FALSE,6,5,1,6,2,5,6,7,5,6,3,6,6,7,"Acredito que Depende da idade da pessoa que for realizar a recomendação, no meu caso com meu gosto se encaixou muito bem baseado nas minhas escolhas, acredito que pra uma pessoa mais nova ou de mais idade teria que ter sugestões dos filmes mais populares da idade da pessoa, seria uma sugestão a pergunta da idade para ter um melhor retorno de público alvo...",7,7
3cc5a08d-adc3-4375-a30a-c6b30ec422ef,5,5,FALSE,7,6,3,5,6,7,6,7,5,6,5,7,4,7,"Acho as recomendações boas por me mostrarem opções similares a filmes que eu gosto ou gostei. Porém, elas podem passar a serem injustas quando limitam meu gosto e deixam de apresentar novas opções, focando sempre no mesmo gênero e/ou história parecida.",7,6
4347d265-cf72-476b-8dcf-62e960b6888a,5,5,FALSE,4,6,5,6,7,7,7,7,5,7,6,7,7,7,Quando somos forçados a ver algo,7,7
46c8037e-b5ae-4bf7-9be6-f2ec6bd0b714,5,5,FALSE,6,7,5,1,4,6,7,7,5,6,4,6,6,6,"Acho que para mim funcionaria bem. Alguns dos filmes recomendados eu já assisti e realmente gosto. Outros eu não conhecia, mas assistiria sim.",3,7
6573d0ba-efd7-49cd-a60b-680b021f04cb,5,5,FALSE,6,6,6,7,7,7,7,7,5,7,4,7,6,5,"Acredito que pelas minhas escolhas, foi sugerido de acordo. Até porque vi quase todos os indicados, estando de acordo com minhas preferências. A unica observacao, nao acredito que se encaixa como injusta, mas é que foram muitas opções do mesmo genero.",7,7
6d0cf4c7-284b-4d4a-a2f4-ea172ecdd566,5,5,FALSE,6,6,7,7,6,7,7,7,5,6,3,7,6,6,"Não gosto muito quando recomenda algo que já assisti. Segundo exemplo é quando o ""algoritmo"" sempre te dá uma recomendação forçada pela plataforma",7,7
7cd949e9-29ae-4cc2-b5d8-375fe68fa045,5,5,FALSE,7,7,1,7,4,7,7,7,5,7,7,7,7,5,Acho justas as recomendações quando são do mesmo gênero,7,7
7e2ba861-475d-460d-93b0-cfa11a6d0076,5,5,FALSE,7,7,6,7,6,7,7,6,5,6,6,7,7,7,"Observo em minha particularidade que não gosto quando, assisto um único filme de determinado gênero e então só começa a ser recomendado semelhantes aquele único filme que assisti isoladamente, desconsiderando todo o restante que assisto constantemente. 
 Sendo assim, vejo como justo quando recomendam justamente os filmes semelhantes àqueles que assisto constantemente.",6,6
a89388dd-3582-4dd7-8b13-c2ff24060724,5,5,FALSE,6,7,7,7,4,6,6,6,5,6,6,6,6,7,Em casos de se recomendarem filmes nas quais minhas avaliações foram baixas.,7,6
bb2d176a-90af-4e9a-b0bd-5caae5433701,5,5,FALSE,5,5,1,5,5,3,6,5,5,6,4,6,4,5,Injusta quando é baseada em poucas opções de escolha/seleção por determinados gêneros de filmes.,7,7
bc8d60e7-7d19-4903-9347-018c6529d2aa,5,5,FALSE,6,6,6,6,7,7,6,6,5,6,4,6,5,6,Na primeira seleção de avaliação foi como uma seleção para a próxima fase e achei justas as recomendações pois eram semelhantes ou iguais ao escolhido. Assim podendo ser recomendado filmes parecidos que possa agradar ao gosto da pessoa em sua busca.,6,6
c43ad7d6-789c-4003-9f92-ca7cb5ff65b3,5,5,FALSE,5,5,7,4,7,6,6,7,5,6,5,3,5,2,Tiveram filmes que nunca ouvi falar e não sei porque me foram recomendados.,6,6
cac2290f-2802-4f79-8429-bc4e6ec39236,5,5,FALSE,6,6,7,5,6,4,6,7,5,7,5,7,7,7,Injusto quando recomendam algo fora do tema que eu pedi,7,7
f3a54194-0c61-43b4-be52-c76f8358706b,5,5,TRUE,6,4,5,7,7,7,5,7,5,6,4,4,4,4,"Eu diria que recomendações injustas são aquelas que sistematicamente afastam os usuários de filmes específicos. Por mais que esse tipo de comportamento seja minimamente esperado (dado que é um algoritmo de recomendação, então precisa saber o que mostrar e o que não mostrar), se ele tira a oportunidade das pessoas em geral de serem expostas a um conjunto específico de filmes, isso poderia ser tomado como injusto. É um pedaço da cultura que se nega a todos ou quase todos.",7,7
3d0a78a3-48c9-402e-b917-7b5541adacc1,6,0,FALSE,6,6,7,6,7,7,7,7,5,6,6,7,6,7,"Quando apresenta filmes que não escolhi, ou mesmo gêneros diferentes dos filmes q selecionei",6,6
43d1cec0-a7fa-4504-a832-df718ce6cb01,6,0,FALSE,6,6,4,6,4,7,4,6,5,6,2,4,6,6,"Não acho que as recomendações sejam injustas, nenhum sistema é perfeito. E é impossível agradar todos os usuários",7,7
4fcba02e-b14f-4c5c-9b8e-0558b7a2f888,6,0,FALSE,7,7,6,7,5,7,7,7,5,6,4,7,6,7,Seria injusta se apenas recomendassem filmes conhecidos e de alto investimento.,7,7
